,noc,name,lnk,dis,Date of Birth,Age,Gender,Sport Class,Languages spoken,Birth Country,Debut,Ambition,Hero,Influence,Philosophy,Award,Injuries
484,ITA,BORGATO Andrea,../../../en/results/table-tennis/athlete-profile-n1436921-borgato-andrea.htm,TTE, 14 Dec 1972,48.0, Male, 1,"English, Italian","
 Italy","2007 for Italy, in Italy (Athlete, 17 May 2016)","To compete at the 2020 Paralympic Games in Tokyo. (Facebook page, 12 Mar 2021)","US musician Frank Zappa. (Athlete, 17 May 2016)","His mother Maria and sister Cristina. (uildm.org, 15 May 2018)","""Table tennis for me is a space in which I was able to find the pleasure of facing complex situations. In this sport you have to evaluate many variables, power, direction, space, spin of the ball, your strengths and weaknesses and those of your opponent, all very quickly. Someone called it a game of chess at 100 kilometres per hour."" (uildm.org, 15 May 2018)","In 2017 he received the Gold Collar for Sporting Merit from the prime minister of Italy. (poliziapenitenziaria.gov.it, 01 Jan 2019)",
485,BRA,BORGES CARNEIRO Beatriz,../../../en/results/swimming/athlete-profile-n1361230-borges-carneiro-beatriz.htm,SWM, 7 May 1998,23.0, Female," SB14,SM14",Portuguese,"
 Brazil","2016 for Brazil, in Rio de Janeiro, Brazil (umpm.org.br, 01 Sep 2017)","To compete at the 2020 Paralympic Games in Tokyo. (revistamarta.com, 02 Apr 2021)","Brazilian swimmers Joao Gomes Jr. and Felipe Silva, Brazilian Para swimmer Daniel Dias, US swimmer Michael Phelps. (esporte.pr.gov.br, 05 Nov 2020)",,"""With talent we win matches, but with teamwork and intelligence we win championships."" (Facebook profile, 21 Mar 2020)","In February 2020 she was given a Merit Award by the Maringa Council in Brazil. (ofatomaringa.com.br, 10 Feb 2020)",
486,BRA,BORGES CARNEIRO Debora,../../../en/results/swimming/athlete-profile-n1361235-borges-carneiro-debora.htm,SWM, 7 May 1998,23.0, Female," SB14,SM14,S14",Portuguese,"
 Brazil","2016 for Brazil, in Rio de Janeiro, Brazil (umpm.org.br, 01 Sep 2017)","To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 15 Jun 2021)","Brazilian swimmer Joao Gomes Jr, British swimmer Adam Peaty and Brazilian Para swimmers Andre Brasil, Daniel Dias and Clodoaldo Silva. (esporte.pr.gov.br, 05 Nov 2020)",,"""You have to focus on situations. Our coach Andre always says that I'm more focused than Bia [her sister]."" (esporte.pr.gov.br, 05 Nov 2020)","In February 2020 she was given a Merit Award by the Maringa Council in Brazil. (ofatomaringa.com.br, 10 Feb 2020)",
487,URU,BORGES Henry,../../../en/results/judo/athlete-profile-n1414226-borges-henry.htm,JUD, 30 Apr 1983,38.0, Male, B1,Spanish,"
 Uruguay","2005 for Uruguay, World Cup in Brazil (Athlete, 27 Jun 2007)","To win a medal at the 2020 Paralympic Games in Tokyo. (diarionorte.com.uy, 19 May 2021; paralympic.org, 03 Dec 2020)",,"His family. (Athlete, 07 Sep 2016)",,"In 2020 he was named Best Para Athlete of the Year at the Charrua Awards in Montevideo, Uruguay. (ovaciondigital.com.uy, 23 Oct 2020)",
488,BRA,BORGES Marco Aurelio,../../../en/results/athletics/athlete-profile-n1616083-borges-marco-aurelio.htm,ATH, 5 Jan 1978,43.0, Male, F57,"English, Portuguese, Spanish","
 Brazil",,"To win a medal at the 2020 Paralympic Games in Tokyo. (Athlete, 23 Aug 2021)",,"Brazilian Para swimmer Joon Sok Seo. (Athlete, 23 Aug 2021)","""You are the size of your dreams."" (Athlete, 23 Aug 2021)",,"He was sidelined for one year with a right shoulder injury during his career. (Athlete, 23 Aug 2021)"
489,MAS,BORHAN Abu Samah,../../../en/results/wheelchair-tennis/athlete-profile-n1528142-borhan-abu-samah.htm,WTE, 27 Feb 1985,36.0, Male, WT,"English, Malay","
 Malaysia",,"To compete at the 2020 Paralympic Games in Tokyo. (malaysiadateline.com, 05 Mar 2019)","Spanish tennis player Rafael Nadal. (Athlete, 28 Jun 2016)","His family. (Athlete, 28 Jun 2016)","""Don't give up."" (Athlete, 28 Jun 2016)",,
490,RPC,BORISOV Evgenii,../../../en/results/rowing/athlete-profile-n1363852-borisov-evgenii.htm,ROW, 8 Dec 1984,36.0, Male, PR3-PI,"English, Russian",,,,,,,"He has received the title of Master of Sport of International Class in the Russian Federation. (minsport.gov.ru, 30 Dec 2019)",
491,ITA,BOSIO Francesca,../../../en/results/sitting-volleyball/athlete-profile-n1543222-bosio-francesca.htm,VBS, 4 Jan 1994,27.0, Female, VS1,Italian,,,"To compete at the 2020 Paralympic Games in Tokyo. (Facebook page, 19 Apr 2021)","Italian volleyball players Francesca Piccinini and Lorenzo Bernardi. (ladige.it, 25 Feb 2018)",,,,
492,CRO,BOSNJAK Damir,../../../en/results/shooting/athlete-profile-n1309768-bosnjak-damir.htm,SHO, 13 Jul 1969,52.0, Male, SH1,"Croatian, English","
 Croatia",,"To compete at the 2020 Paralympic Games in Tokyo. (slobodnadalmacija.hr, 10 Dec 2018)","North Macedonian Para shooter Vanco Karanfilov. (Athlete, 11 Sep 2016)","Coach Zeljko Rogulja. (hpo.hr, 23 Aug 2021; Athlete, 11 Sep 2016)","""I believe that perseverance in achieving goals is an important quality of every athlete."" (hpo.hr, 23 Aug 2021)","He was named the 2018 Senior Athlete of the Year by the Bjelovar Sports Association in Croatia. (zvono.eu, 02 Feb 2019)",
493,ITA,BOSSOLO Antonino,../../../en/results/taekwondo/athlete-profile-n1534362-bossolo-antonino.htm,TKW, 27 Jan 1995,26.0, Male, K44,Italian,"
 Italy",,"To win a medal at the 2020 Paralympic Games in Tokyo. (gazzetta.it, 05 Dec 2020)","Italian racing driver and Para cyclist Alex Zanardi. (gazzetta.it, 01 Aug 2020)",,"""This sport teaches you many important values, one among many is respect towards the opponent, but above all towards one's teacher. In taekwondo you are not different, but one like many others, one of them. This helped me a lot to accept myself."" (repubblica.it, 06 Mar 2021)",,"In November 2016 he was ruled out for six months with an injury. (tuttosporttaranto.com, 10 Oct 2020; taekwondoitalia.it, 01 Jan 2020)"
494,UKR,BOTURCHUK Oksana,../../../en/results/athletics/athlete-profile-n1310741-boturchuk-oksana.htm,ATH, 12 Sep 1984,36.0, Female, T12,"English, Russian, Ukrainian","
 Ukraine","2006 for Ukraine (Athlete, 23 Feb 2011)","To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 14 Mar 2020)","US sprinter Florence Griffith Joyner. (Athlete, 22 Oct 2015)","Her husband Sergiy Balaban, and coach Kostyantyn Rurak. (Athlete, 22 Oct 2015)","""That which does not kill us makes us stronger."" (Athlete, 22 Oct 2015)","In recognition of her achievements at the Paralympic Games in 2008, 2012 and 2016, she was decorated with the Ukrainian Order for Merits. (president.gov.ua, 04 Oct 2016; zakon.rada.gov.ua, 17 Sep 2012, 07 Oct 2008)",
495,ALG,BOUBLAL Nourhane,../../../en/results/wheelchair-basketball/athlete-profile-n1363761-boublal-nourhane.htm,WBK, 23 Jun 1993,28.0, Female, 4.5,Arabic,"
 Algeria","2015 for Algeria Against South Africa, African Championships in Algiers, Algeria (Athlete, 11 Aug 2016)",,"Her father. (Athlete, 11 Aug 2016)","Coach Mohamed Tahar Kisrane. (Athlete, 26 Aug 2021)","""Live in peace and serenity."" (Athlete, 11 Aug 2016)",,
496,ALG,BOUCHERF Nadjet,../../../en/results/athletics/athlete-profile-n1422153-boucherf-nadjet.htm,ATH, 19 Jan 1980,41.0, Female, F51,,"
 Algeria",,,,,,,
497,ALG,BOUDJADAR Asmahane,../../../en/results/athletics/athlete-profile-n1377012-boudjadar-asmahane.htm,ATH, 13 Jun 1980,41.0, Female, F33,"Arabic, English, French","
 Algeria","2015 for Algeria, World Championships in Doha, Qatar (Athlete, 07 Nov 2019)",,"Algerian middle distance runner Hassiba Boulmerka. (Athlete, 04 Sep 2016)","Her coach and her parents. (Athlete, 26 Aug 2021)",,,
498,FRA,BOUGE Perle,../../../en/results/rowing/athlete-profile-n1358134-bouge-perle.htm,ROW, 1 Dec 1977,43.0, Female, PR2,French,"
 France",,"To win a medal at the 2020 Paralympic Games in Tokyo. (france3-regions.francetvinfo.fr, 17 Sep 2018)",,"""One of my former national team wheelchair basketball coaches, who taught me how to work to become an elite athlete. His motto is 'Work, work and more work'."" (worldrowing.com, 01 Sep 2015)",,"In 2012 she was named a Knight of the National Order of Merit by the French government. (legifrance.gouv.fr, 31 Dec 2012)","Her training was disrupted ahead of the 2018 World Championships in Plovdiv, Bulgaria, due to a back injury. She went on to win gold in the PR2 single sculls at the event. (france3-regions.francetvinfo.fr, 17 Sep 2018)"
499,MAR,BOUGHLAM Kamal,../../../en/results/football-5-a-side/athlete-profile-n1484372-boughlam-kamal.htm,FB5, 5 Dec 1999,21.0, Male, B1,,,,,,,,,
500,MAR,BOUJA Mouncef,../../../en/results/athletics/athlete-profile-n1483951-bouja-mouncef.htm,ATH, 6 Mar 1998,23.0, Male, T13,,,,,,,,,
501,MAR,BOUKARTACHA Lhaj,../../../en/results/wheelchair-tennis/athlete-profile-n1436861-boukartacha-lhaj.htm,WTE, 1 Jan 1977,44.0, Male, WT,"Arabic, French","
 Morocco","2008 World Team Championships in Italy (Athlete, 03 Apr 2011)","To compete at the 2020 Paralympic Games in Tokyo. (Facebook page, 30 Jul 2021)",,,,,
502,TUN,BOUKHILI Wajdi,../../../en/results/athletics/athlete-profile-n1362076-boukhili-wajdi.htm,ATH, 20 Sep 1998,22.0, Male, T12,"Arabic, English, French",,,,,,,,
503,ALG,BOUKOUFA Achoura,../../../en/results/athletics/athlete-profile-n1422133-boukoufa-achoura.htm,ATH, 21 Oct 1983,37.0, Female, F46,,,,,,,,,
504,FRA,BOULET Margot,../../../en/results/rowing/athlete-profile-n1358135-boulet-margot.htm,ROW, 13 May 1990,31.0, Female, PR3-PI,"English, French","
 France",,,,,"""Don't set yourself limits."" (Athlete, 25 Aug 2021)",,
505,FRA,BOULLE Remy,../../../en/results/canoe-sprint/athlete-profile-n1357983-boulle-remy.htm,CSP, 20 Jun 1988,33.0, Male, KL1,French,,,"To win a gold medal at the 2020 Paralympic Games in Tokyo. (axsol.fr, 28 May 2017)",,,"""Sport makes happiness."" (handirect.fr, 14 Sep 2019)",,
506,AUS,BOUNTY Daniel,../../../en/results/athletics/athlete-profile-n1415990-bounty-daniel.htm,ATH, 2 Sep 2001,20.0, Male, T38,English,,,"To compete at the 2020 Paralympic Games in Tokyo. (Multisport Mecca, 22 Aug 2018)",,,,,
507,FRA,BOURLON Axel,../../../en/results/powerlifting/athlete-profile-n1358044-bourlon-axel.htm,PWL, 14 Mar 1991,30.0, Male, PWL,French,"
 France","2018 for France, European Championships in Berck-sur-Mer, France (Paralympic Games YouTube channel, 26 May 2018; paralympic.org, 16 May 2018)","To compete at the 2020 and 2024 Paralympic Games. (leprogres.fr, 14 Jan 2021; handisport.org, 02 Oct 2020)",,,"""Live every moment. Life has to be enjoyed."" (handisport.org, 02 Oct 2020)",,"His training was disrupted by a minor injury in the early part of 2019. (Facebook page, 06 May 2019)"
508,FRA,BOURSEAUX Yannick,../../../en/results/triathlon/athlete-profile-n1358288-bourseaux-yannick.htm,TRI, 18 Feb 1975,46.0, Male, PTS5,"English, French","
 France",,"To win a medal at the 2020 Paralympic Games in Tokyo. (Twitter profile, 29 Jul 2021; blog.caisse-epargne-auvergne-limousin.fr, 03 May 2021)",,,"""Where the will is great, the difficulties disappear."" (blog.caisse-epargne-auvergne-limousin.fr, 03 May 2021)",,"In June 2021 he fell off his bicycle during the Aydat Triathlon in France. He injured his right quadriceps femoris [thigh muscle], broke a finger on his left hand and landed heavily on his back. He returned to cycling five days after the accident, before starting swimming again in early July, and running five days later, despite still suffering pain when running. (le-pays.fr, 13 Jul 2021; lamontagne.fr, 17 Jul 2021)"
509,TUN,BOUSAID Somaya,../../../en/results/athletics/athlete-profile-n1362077-bousaid-somaya.htm,ATH, 5 May 1980,41.0, Female, T13,"Arabic, French","
 Tunisia","2005 for Tunisia, in Tunis, Tunisia (Athlete, 02 Dec 2010)",,"Tunisian distance runner Mohammed Gammoudi. (IPC, 11 Dec 2009)","Her coach. (Athlete, 02 Dec 2010)",,,
510,ALG,BOUTADJINE Djalal,../../../en/results/goalball/athlete-profile-n1374009-boutadjine-djalal.htm,GBL, 18 Dec 1994,26.0, Male, B3,,,,,,,,,
511,NED,BOUTHOORN Cheyenne,../../../en/results/athletics/athlete-profile-n1706240-bouthoorn-cheyenne.htm,ATH, 8 Dec 1997,23.0, Female, T36,"Dutch, English","
 Netherlands","2015 for Netherlands, in Berlin, Germany (Athlete, 20 Aug 2018)","To win gold at the 2020 Paralympic Games in Tokyo. (Instagram profile, 03 Aug 2018; Facebook page, 05 Aug 2018; omroepflevoland.nl, 07 Aug 2021)",,,,,
512,FRA,BOUVAIS Thomas,../../../en/results/table-tennis/athlete-profile-n1358007-bouvais-thomas.htm,TTE, 29 May 1991,30.0, Male, 8,"English, French","
 France","2009 for France, in Budapest, Hungary (Athlete, 27 Jul 2016)","To win a medal at the 2020 Paralympic Games in Tokyo. (Tennis2table.com YouTube channel, 07 May 2020)","Swiss tennis player Roger Federer. (Athlete, 27 Jul 2016)","His family, and coaches Vincent Aumoitte and Stephane Tradori. (Eaubonne magazine, 01 Nov 2017)","""Float like a butterfly, sting like a bee."" [US boxer Muhammad Ali] (Athlete, 27 Jul 2016; Info Levallois, 01 Sep 2020)","He was named Athlete of the Year in Val d'Oise, France, in 2015. (Eaubonne magazine, 01 Nov 2017; leparisien.fr, 17 Jan 2016)","He underwent two operations in 2013. (Eaubonne magazine, 01 Nov 2017)"
513,ALG,BOUZIDI Fatima,../../../en/results/wheelchair-basketball/athlete-profile-n1363783-bouzidi-fatima.htm,WBK, 27 Aug 1988,33.0, Female, 1.0,"Arabic, French","
 Algeria","2017 for Algeria, African Championships in Durban, South Africa (Athlete, 26 Aug 2021)",,,"Her parents. (Athlete, 26 Aug 2021)",,,
514,ALG,BOUZOURINE Sid Ali,../../../en/results/athletics/athlete-profile-n1377008-bouzourine-sid-ali.htm,ATH, 29 Nov 1992,28.0, Male, T36,"Arabic, French","
 Algeria","2015 for Algeria, World Championships in Doha, Qatar (algerie360.com, 27 Oct 2015)","To compete at the 2020 Paralympic Games in Tokyo. (Instagram profile, 13 May 2020)","Algerian middle-distance runner Taoufik Makhloufi. (Athlete, 02 Sep 2016)","Coach Youcef Redomane, Algerian Para athlete Lynda Hamri. (Athlete, 26 Aug 2021)",,,
515,TUR,BOYACI Sumeyye,../../../en/results/swimming/athlete-profile-n1729577-boyaci-sumeyye.htm,SWM, 5 Feb 2003,18.0, Female, S5,"English, Turkish","
 Turkey","2016 for Turkey (Athlete, 12 Sep 2019)","To win a gold medal at the 2020 Paralympic Games in Tokyo, and to qualify as a psychologist. (ntv.com.tr, 09 Mar 2020; insidethegames.biz, 17 Nov 2020)","Portuguese footballer Cristiano Ronaldo, Argentinian footballer Lionel Messi. (Athlete, 15 Aug 2018, 12 Sep 2019)","Her family. (ntv.com.tr, 09 Mar 2020)","""The absence of my arms does not prevent [me from doing] anything. I want all people with an impairment to think that way and to hold on to life."" (onedio.com, 30 Apr 2018)","In 2020 she was named Paralympic Athlete of the Year and Female Athlete of the Year at the Milliyet Athlete of the Year Awards in Turkey. (aa.com.tr, 16 Nov 2020)",
516,BAR,BOYCE-VAUGHAN Antwahn,../../../en/results/swimming/athlete-profile-n1562576-boyce-vaughan-antwahn.htm,SWM, 17 Sep 2000,20.0, Male, S9,English,"
 Barbados",,,"Barbadian Para swimmer David Taylor. (Athlete, 26 Aug 2021)","His mother. (Athlete, 26 Aug 2021)",,,
517,RPC,BOYKOVA Viktoria,../../../en/results/wheelchair-fencing/athlete-profile-n1302718-boykova-viktoria.htm,WFE, 5 Jan 1989,32.0, Female, B,"English, Russian","
 Ukraine",,"To win a gold medal at the Paralympic Games. (otr-online.ru, 15 Dec 2016)",,,,"In 2016 she received the Silver Doe award as one of the 12 Best Russian Athletes of the Year. The winners were voted for by the Federation of Sports Journalists of Russia. (rsport.ria.ru, 02 Feb 2017)",
518,UKR,BOZHYNSKYI Yurii,../../../en/results/swimming/athlete-profile-n1345976-bozhynskyi-yurii.htm,SWM, 16 May 1992,29.0, Male, S9,"Russian, Ukrainian","
 Ukraine","2013 for Ukraine, World Championships in Montreal, Canada (Athlete, 26 Jul 2014)","To compete at the 2020 Paralympic Games in Tokyo. (Athlete, 16 Mar 2021)",,"Coach Ilia Kalaida. (Athlete, 25 Sep 2018)","""Work like a bee."" (Athlete, 13 Aug 2018)","He received the Order for Courage [third grade] in Ukraine in recognition of his performance at the 2016 Paralympic Games in Rio de Janeiro. (president.gov.ua, 04 Oct 2016)",
519,TUR,BOZTEKE Mahmut,../../../en/results/taekwondo/athlete-profile-n1727540-bozteke-mahmut.htm,TKW, 5 Mar 1997,24.0, Male, K44,"Kurdish, Turkish","
 Turkey","2015 for Turkey, European Championships in Chisinau, Moldova (fotomac.com.tr, 09 Feb 2020)","To win a gold medal at the 2020 Paralympic Games in Tokyo. (fotomac.com.tr, 09 Feb 2020)","Turkish taekwondo athlete Servet Tazegul. (Athlete, 28 Aug 2021)",,,,
520,GER,BRACHTENDORF Kerstin,../../../en/results/cycling-road/athlete-profile-n1371928-brachtendorf-kerstin.htm,CRD, 22 May 1972,49.0, Female, C5,German,"
 Germany","2011 for Germany, World Championships in Montichiari, Italy (rotwild.de, 20 Jan 2012)",,,,,,
521,GER,BRAEMER-SKOWRONEK Marie,../../../en/results/athletics/athlete-profile-n1406643-braemer-skowronek-marie.htm,ATH, 9 Dec 1990,30.0, Female, F34,German,"
 Germany","2011 for Germany (Athlete, 06 Nov 2019)","To compete at the 2020 Paralympic Games in Tokyo. (volksstimme.de, 09 Nov 2019)",,"Her coach. (Athlete, 06 Nov 2019)","""Use what talents you possess. The woods would be very silent if no birds sang there except those that sang best."" [Henry van Dyke] (dbs-npc.de, 07 Sep 2012)",,
522,CRO,BRAJSA Tomi,../../../en/results/swimming/athlete-profile-n1322303-brajsa-tomi.htm,SWM, 5 Mar 1993,28.0, Male, S4,Croatian,"
 Croatia","2009 for Croatia (Athlete, 13 Aug 2018)","To compete at the 2020 Paralympic Games in Tokyo. (hrvatskareprezentacija.hr, 10 Dec 2016)","Spanish Para swimmer Xavi Torres. (Athlete, 12 Sep 2019)","His family. (Athlete, 12 Sep 2019)",,"He was named the 2010 Sporting Hope by the Croatian Paralympic Committee. (natator.hr, 01 Jan 2020)",
